Date,Month,MonthSort,Year,Quarter,Channel,Source,Campaign,Impressions,Clicks,Spend,VideoViews,Conversions,Revenue,CTR_pct,CPM,CPC,ConversionRate_pct
2026-01-31,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Amazon Ad Server,Awareness Push,34615,1038,2854.5,5192,62,34100.0,2.9987,82.4642,2.75,5.973
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Programmatic,LinkedIn Ads,Organic Content,241614,7248,19932.0,36242,435,239250.0,2.9998,82.4952,2.75,6.0017
2026-03-18,Mar 2026,2026-03,2026,Q1 2026,Programmatic,HubSpot,Brand Search,45035,1351,3715.25,6755,81,44550.0,2.9999,82.4969,2.75,5.9956
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Facebook Prospecting,73473,2204,6061.0,11021,132,72600.0,2.9997,82.4929,2.75,5.9891
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Paid Search,StackAdapt,Retargeting Display,249428,7483,20578.25,37414,449,246950.0,3.0001,82.5018,2.75,6.0003
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Bing Ads,Enterprise ABM,11238,337,926.75,1686,20,11000.0,2.9988,82.4657,2.75,5.9347
2026-01-21,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Google Nonbrand,94859,2846,7826.5,14229,171,94050.0,3.0002,82.5067,2.75,6.0084
2026-02-22,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Competitor Search,131201,3936,10824.0,19680,236,129800.0,3.0,82.4994,2.75,5.9959
2026-03-07,Mar 2026,2026-03,2026,Q1 2026,Programmatic,StackAdapt,Competitor Search,79947,2398,6594.5,11992,144,79200.0,2.9995,82.4859,2.75,6.005
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Bing Ads,Competitor Search,114033,3421,9407.75,17105,205,112750.0,3.0,82.5002,2.75,5.9924
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Competitor Search,150884,4527,12449.25,22633,272,149600.0,3.0003,82.5087,2.75,6.0084
2025-11-13,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Analytics,Retargeting Display,240839,7225,19868.75,36126,434,238700.0,2.9999,82.4981,2.75,6.0069
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Analytics,Google Nonbrand,2818,85,233.75,423,5,2750.0,3.0163,82.9489,2.75,5.8824
2025-11-21,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Bing Ads,LinkedIn Lead Gen,45569,1367,3759.25,6835,82,45100.0,2.9998,82.4958,2.75,5.9985
2026-04-24,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Amazon Ad Server,Bing Search,127541,3826,10521.5,19131,230,126500.0,2.9998,82.495,2.75,6.0115
2026-01-05,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Ads,LinkedIn Lead Gen,15222,457,1256.75,2283,27,14850.0,3.0022,82.5614,2.75,5.9081
2026-01-17,Jan 2026,2026-01,2026,Q1 2026,Organic,StackAdapt,Awareness Push,30007,900,2475.0,4501,54,29700.0,2.9993,82.4808,2.75,6.0
2026-02-02,Feb 2026,2026-02,2026,Q1 2026,Paid Search,HubSpot,Organic Content,42458,1274,3503.5,6369,76,41800.0,3.0006,82.5168,2.75,5.9655
2026-01-15,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Demo Requests,25719,772,2123.0,3858,46,25300.0,3.0017,82.546,2.75,5.9585
2026-03-26,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Ads,Demo Requests,160761,4823,13263.25,24114,289,158950.0,3.0001,82.5029,2.75,5.9921
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Analytics,Google Nonbrand,222759,6683,18378.25,33414,401,220550.0,3.0001,82.5028,2.75,6.0003
2026-02-22,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Organic Content,25800,774,2128.5,3870,46,25300.0,3.0,82.5,2.75,5.9432
2026-03-21,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Facebook Prospecting,136285,4089,11244.75,20443,245,134750.0,3.0003,82.5091,2.75,5.9917
2026-04-22,Apr 2026,2026-04,2026,Q2 2026,Programmatic,StackAdapt,Facebook Prospecting,79362,2381,6547.75,11904,143,78650.0,3.0002,82.5049,2.75,6.0059
2026-04-14,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Amazon Ad Server,Competitor Search,233048,6991,19225.25,34957,419,230450.0,2.9998,82.4948,2.75,5.9934
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Paid Search,HubSpot,Email Nurture,235632,7069,19439.75,35345,424,233200.0,3.0,82.5005,2.75,5.998
2026-04-05,Apr 2026,2026-04,2026,Q2 2026,Paid Search,HubSpot,LinkedIn Lead Gen,216652,6500,17875.0,32498,390,214500.0,3.0002,82.5056,2.75,6.0
2026-03-17,Mar 2026,2026-03,2026,Q1 2026,Organic,Amazon Ad Server,Brand Search,48605,1458,4009.5,7291,87,47850.0,2.9997,82.4915,2.75,5.9671
2025-11-15,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Facebook Ads,Facebook Prospecting,70739,2122,5835.5,10611,127,69850.0,2.9998,82.4934,2.75,5.9849
2025-11-25,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Google Ads,Email Nurture,11735,352,968.0,1760,21,11550.0,2.9996,82.4883,2.75,5.9659
2026-02-18,Feb 2026,2026-02,2026,Q1 2026,Programmatic,StackAdapt,Brand Search,71801,2154,5923.5,10770,129,70950.0,3.0,82.4989,2.75,5.9889
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Amazon Ad Server,Enterprise ABM,5364,161,442.75,805,10,5500.0,3.0015,82.541,2.75,6.2112
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Programmatic,LinkedIn Ads,Bing Search,6322,190,522.5,948,11,6050.0,3.0054,82.6479,2.75,5.7895
2026-02-09,Feb 2026,2026-02,2026,Q1 2026,Programmatic,HubSpot,Brand Search,177274,5318,14624.5,26591,319,175450.0,2.9999,82.4966,2.75,5.9985
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Facebook Prospecting,31907,957,2631.75,4786,57,31350.0,2.9993,82.4819,2.75,5.9561
2026-02-14,Feb 2026,2026-02,2026,Q1 2026,Paid Social,StackAdapt,Google Nonbrand,166834,5005,13763.75,25025,300,165000.0,3.0,82.4997,2.75,5.994
2026-01-28,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Bing Ads,Organic Content,209604,6288,17292.0,31441,377,207350.0,2.9999,82.4984,2.75,5.9955
2025-11-12,Nov 2025,2025-11,2025,Q4 2025,Paid Search,HubSpot,Google Nonbrand,41219,1237,3401.75,6183,74,40700.0,3.001,82.5287,2.75,5.9822
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Organic,Bing Ads,Demo Requests,150831,4525,12443.75,22625,272,149600.0,3.0,82.5013,2.75,6.011
2025-12-10,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Bing Search,135147,4054,11148.5,20272,243,133650.0,2.9997,82.4917,2.75,5.9941
2025-12-19,Dec 2025,2025-12,2025,Q4 2025,Paid Social,HubSpot,Bing Search,53871,1616,4444.0,8081,97,53350.0,2.9998,82.4934,2.75,6.0025
2026-02-28,Feb 2026,2026-02,2026,Q1 2026,Programmatic,LinkedIn Ads,Bing Search,1076,32,88.0,161,2,1100.0,2.974,81.7844,2.75,6.25
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Demo Requests,112158,3365,9253.75,16824,202,111100.0,3.0002,82.5064,2.75,6.003
2026-03-17,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Facebook Ads,Email Nurture,226753,6803,18708.25,34013,408,224400.0,3.0002,82.505,2.75,5.9974
2026-01-29,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Amazon Ad Server,Brand Search,231240,6937,19076.75,34686,416,228800.0,2.9999,82.4976,2.75,5.9968
2025-11-04,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Facebook Ads,Google Nonbrand,229939,6898,18969.5,34491,414,227700.0,2.9999,82.498,2.75,6.0017
2026-04-24,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Analytics,Competitor Search,207192,6216,17094.0,31079,373,205150.0,3.0001,82.5032,2.75,6.0006
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Email Nurture,122266,3668,10087.0,18340,220,121000.0,3.0,82.5004,2.75,5.9978
2025-11-18,Nov 2025,2025-11,2025,Q4 2025,Organic,HubSpot,Email Nurture,9722,292,803.0,1458,18,9900.0,3.0035,82.5962,2.75,6.1644
2026-02-08,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Bing Ads,Retargeting Display,121260,3638,10004.5,18189,218,119900.0,3.0002,82.5045,2.75,5.9923
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,Demo Requests,32786,984,2706.0,4918,59,32450.0,3.0013,82.5352,2.75,5.9959
2026-01-24,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Bing Search,116040,3481,9572.75,17406,209,114950.0,2.9998,82.4953,2.75,6.004
2026-03-05,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Ads,Enterprise ABM,224113,6723,18488.25,33617,403,221650.0,2.9998,82.4952,2.75,5.9943
2026-01-12,Jan 2026,2026-01,2026,Q1 2026,Organic,Facebook Ads,Awareness Push,184328,5530,15207.5,27649,332,182600.0,3.0001,82.5024,2.75,6.0036
2026-01-01,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Analytics,Retargeting Display,21594,648,1782.0,3239,39,21450.0,3.0008,82.5229,2.75,6.0185
2025-10-29,Oct 2025,2025-10,2025,Q4 2025,Paid Search,HubSpot,Organic Content,95231,2857,7856.75,14285,171,94050.0,3.0001,82.502,2.75,5.9853
2025-11-16,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Amazon Ad Server,Google Nonbrand,108165,3245,8923.75,16225,195,107250.0,3.0,82.5013,2.75,6.0092
2025-11-20,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Facebook Ads,Competitor Search,147650,4430,12182.5,22148,266,146300.0,3.0003,82.5093,2.75,6.0045
2025-12-09,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Facebook Ads,Enterprise ABM,221349,6640,18260.0,33202,398,218900.0,2.9998,82.4942,2.75,5.994
2026-03-02,Mar 2026,2026-03,2026,Q1 2026,Organic,Amazon Ad Server,Bing Search,229792,6894,18958.5,34469,414,227700.0,3.0001,82.5029,2.75,6.0052
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Amazon Ad Server,Enterprise ABM,109419,3283,9028.25,16413,197,108350.0,3.0004,82.5108,2.75,6.0006
2026-03-11,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Bing Ads,Demo Requests,69550,2087,5739.25,10433,125,68750.0,3.0007,82.5198,2.75,5.9895
2025-12-19,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Google Nonbrand,232672,6980,19195.0,34901,419,230450.0,2.9999,82.4981,2.75,6.0029
2025-11-05,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Bing Search,118481,3554,9773.5,17772,213,117150.0,2.9996,82.49,2.75,5.9932
2026-02-06,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Analytics,Retargeting Display,35818,1075,2956.25,5373,65,35750.0,3.0013,82.5353,2.75,6.0465
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Organic,Bing Ads,Bing Search,132901,3987,10964.25,19935,239,131450.0,3.0,82.4994,2.75,5.9945
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Programmatic,StackAdapt,Google Nonbrand,182808,5484,15081.0,27421,329,180950.0,2.9999,82.4964,2.75,5.9993
2026-03-10,Mar 2026,2026-03,2026,Q1 2026,Paid Search,StackAdapt,Brand Search,105673,3170,8717.5,15851,190,104500.0,2.9998,82.4951,2.75,5.9937
2026-01-07,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,Awareness Push,63469,1904,5236.0,9520,114,62700.0,2.9999,82.497,2.75,5.9874
2026-03-03,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Analytics,Brand Search,66701,2001,5502.75,10005,120,66000.0,3.0,82.4988,2.75,5.997
2025-11-11,Nov 2025,2025-11,2025,Q4 2025,Organic,Bing Ads,Facebook Prospecting,56509,1695,4661.25,8476,102,56100.0,2.9995,82.4869,2.75,6.0177
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Programmatic,HubSpot,Competitor Search,100221,3007,8269.25,15033,180,99000.0,3.0004,82.5102,2.75,5.986
2025-11-25,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Google Ads,Facebook Prospecting,19511,585,1608.75,2927,35,19250.0,2.9983,82.4535,2.75,5.9829
2026-04-25,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Organic Content,45800,1374,3778.5,6870,82,45100.0,3.0,82.5,2.75,5.968
2025-12-21,Dec 2025,2025-12,2025,Q4 2025,Paid Social,LinkedIn Ads,Brand Search,49924,1498,4119.5,7489,90,49500.0,3.0006,82.5154,2.75,6.008
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,Retargeting Display,235278,7058,19409.5,35292,423,232650.0,2.9999,82.496,2.75,5.9932
2026-04-02,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Brand Search,89846,2695,7411.25,13477,162,89100.0,2.9996,82.4884,2.75,6.0111
2026-01-30,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Competitor Search,47243,1417,3896.75,7086,85,46750.0,2.9994,82.4831,2.75,5.9986
2026-01-31,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Amazon Ad Server,Bing Search,130107,3903,10733.25,19516,234,128700.0,2.9998,82.4956,2.75,5.9954
2026-02-10,Feb 2026,2026-02,2026,Q1 2026,Organic,LinkedIn Ads,Demo Requests,97598,2928,8052.0,14640,176,96800.0,3.0001,82.5017,2.75,6.0109
2026-01-02,Jan 2026,2026-01,2026,Q1 2026,Organic,LinkedIn Ads,Google Nonbrand,59540,1786,4911.5,8931,107,58850.0,2.9997,82.4908,2.75,5.991
2025-10-30,Oct 2025,2025-10,2025,Q4 2025,Paid Search,StackAdapt,Email Nurture,119536,3586,9861.5,17930,215,118250.0,2.9999,82.4982,2.75,5.9955
2025-12-21,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Ads,Brand Search,237155,7115,19566.25,35573,427,234850.0,3.0001,82.5041,2.75,6.0014
2026-01-23,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Enterprise ABM,106440,3193,8780.75,15966,192,105600.0,2.9998,82.4948,2.75,6.0132
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Organic,StackAdapt,Email Nurture,168340,5050,13887.5,25251,303,166650.0,2.9999,82.4967,2.75,6.0
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Paid Search,LinkedIn Ads,Demo Requests,69989,2100,5775.0,10498,126,69300.0,3.0005,82.513,2.75,6.0
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Organic,Facebook Ads,Brand Search,186961,5609,15424.75,28044,337,185350.0,3.0001,82.5025,2.75,6.0082
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Organic Content,234341,7030,19332.5,35151,422,232100.0,2.9999,82.4973,2.75,6.0028
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Amazon Ad Server,Brand Search,240381,7211,19830.25,36057,433,238150.0,2.9998,82.4951,2.75,6.0047
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,Brand Search,106656,3200,8800.0,15998,192,105600.0,3.0003,82.5083,2.75,6.0
2026-01-03,Jan 2026,2026-01,2026,Q1 2026,Programmatic,StackAdapt,Competitor Search,249748,7492,20603.0,37462,450,247500.0,2.9998,82.4952,2.75,6.0064
2026-02-22,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Analytics,Google Nonbrand,65893,1977,5436.75,9884,119,65450.0,3.0003,82.5088,2.75,6.0192
2025-12-29,Dec 2025,2025-12,2025,Q4 2025,Organic,Bing Ads,Retargeting Display,247134,7414,20388.5,37070,445,244750.0,3.0,82.4998,2.75,6.0022
2026-03-10,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Amazon Ad Server,Retargeting Display,179518,5386,14811.5,26928,323,177650.0,3.0003,82.507,2.75,5.997
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,Enterprise ABM,100807,3024,8316.0,15121,181,99550.0,2.9998,82.4943,2.75,5.9854
2026-01-24,Jan 2026,2026-01,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,37858,1136,3124.0,5679,68,37400.0,3.0007,82.5189,2.75,5.9859
2025-12-29,Dec 2025,2025-12,2025,Q4 2025,Paid Social,StackAdapt,Competitor Search,89485,2685,7383.75,13423,161,88550.0,3.0005,82.5138,2.75,5.9963
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Analytics,Competitor Search,86476,2594,7133.5,12971,156,85800.0,2.9997,82.4911,2.75,6.0139
2026-04-06,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Analytics,Awareness Push,145665,4370,12017.5,21850,262,144100.0,3.0,82.5009,2.75,5.9954
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Paid Social,LinkedIn Ads,Retargeting Display,60588,1818,4999.5,9088,109,59950.0,3.0006,82.5163,2.75,5.9956
2025-12-30,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Analytics,Competitor Search,20092,603,1658.25,3014,36,19800.0,3.0012,82.5328,2.75,5.9701
2025-11-05,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Facebook Ads,Bing Search,244695,7341,20187.75,36704,440,242000.0,3.0001,82.5017,2.75,5.9937
2026-04-18,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Ads,Awareness Push,3466,104,286.0,520,6,3300.0,3.0006,82.5159,2.75,5.7692
2025-12-26,Dec 2025,2025-12,2025,Q4 2025,Organic,StackAdapt,Bing Search,51072,1532,4213.0,7661,92,50600.0,2.9997,82.4914,2.75,6.0052
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Ads,LinkedIn Lead Gen,182520,5476,15059.0,27378,329,180950.0,3.0002,82.506,2.75,6.008
2025-11-10,Nov 2025,2025-11,2025,Q4 2025,Paid Search,HubSpot,Brand Search,53725,1612,4433.0,8059,97,53350.0,3.0005,82.5128,2.75,6.0174
2026-03-28,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Facebook Ads,Email Nurture,124804,3744,10296.0,18721,225,123750.0,2.9999,82.4974,2.75,6.0096
2026-04-22,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Facebook Ads,Awareness Push,190021,5701,15677.75,28503,342,188100.0,3.0002,82.5054,2.75,5.9989
2025-11-02,Nov 2025,2025-11,2025,Q4 2025,Organic,Facebook Ads,Retargeting Display,56372,1691,4650.25,8456,101,55550.0,2.9997,82.4922,2.75,5.9728
2026-02-16,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,LinkedIn Lead Gen,230676,6920,19030.0,34601,415,228250.0,2.9999,82.4967,2.75,5.9971
2025-11-08,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Google Ads,Organic Content,142346,4270,11742.5,21352,256,140800.0,2.9997,82.4927,2.75,5.9953
2026-04-24,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Bing Search,168873,5066,13931.5,25331,304,167200.0,2.9999,82.4969,2.75,6.0008
2025-11-15,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Facebook Ads,Organic Content,217773,6533,17965.75,32666,392,215600.0,2.9999,82.4976,2.75,6.0003
2026-01-23,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Ads,Brand Search,216403,6492,17853.0,32460,390,214500.0,3.0,82.4989,2.75,6.0074
2026-03-27,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,Email Nurture,176424,5293,14555.75,26464,318,174900.0,3.0002,82.5044,2.75,6.0079
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Facebook Ads,Retargeting Display,62489,1875,5156.25,9373,113,62150.0,3.0005,82.5145,2.75,6.0267
2026-01-10,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Demo Requests,50448,1513,4160.75,7567,91,50050.0,2.9991,82.476,2.75,6.0145
2026-01-29,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Ads,Enterprise ABM,24539,736,2024.0,3681,44,24200.0,2.9993,82.4809,2.75,5.9783
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Retargeting Display,166678,5000,13750.0,25002,300,165000.0,2.9998,82.4944,2.75,6.0
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Retargeting Display,163735,4912,13508.0,24560,295,162250.0,3.0,82.4992,2.75,6.0057
2025-11-17,Nov 2025,2025-11,2025,Q4 2025,Paid Search,LinkedIn Ads,Demo Requests,125594,3768,10362.0,18839,226,124300.0,3.0001,82.5039,2.75,5.9979
2025-11-06,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Enterprise ABM,111195,3336,9174.0,16679,200,110000.0,3.0001,82.5037,2.75,5.9952
2026-03-07,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Analytics,Bing Search,52268,1568,4312.0,7840,94,51700.0,2.9999,82.4979,2.75,5.9949
2026-01-16,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Google Nonbrand,208500,6255,17201.25,31275,375,206250.0,3.0,82.5,2.75,5.9952
2026-03-22,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Facebook Prospecting,228993,6870,18892.5,34349,412,226600.0,3.0001,82.5025,2.75,5.9971
2026-03-31,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Facebook Ads,Google Nonbrand,48692,1461,4017.75,7304,88,48400.0,3.0005,82.5136,2.75,6.0233
2026-01-22,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Bing Ads,Demo Requests,214643,6439,17707.25,32196,386,212300.0,2.9999,82.4963,2.75,5.9947
2026-01-20,Jan 2026,2026-01,2026,Q1 2026,Paid Social,StackAdapt,Facebook Prospecting,114383,3431,9435.25,17157,206,113300.0,2.9996,82.4882,2.75,6.0041
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Ads,Awareness Push,108553,3257,8956.75,16283,195,107250.0,3.0004,82.5104,2.75,5.9871
2026-01-14,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Facebook Ads,Demo Requests,168164,5045,13873.75,25225,303,166650.0,3.0,82.5013,2.75,6.0059
2026-02-06,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Ads,Brand Search,119160,3575,9831.25,17874,215,118250.0,3.0002,82.5046,2.75,6.014
2026-01-14,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Ads,Demo Requests,153547,4606,12666.5,23032,276,151800.0,2.9997,82.4927,2.75,5.9922
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Paid Social,HubSpot,Retargeting Display,130258,3908,10747.0,19539,234,128700.0,3.0002,82.5055,2.75,5.9877
2025-10-31,Oct 2025,2025-10,2025,Q4 2025,Paid Search,Facebook Ads,Demo Requests,98605,2958,8134.5,14791,177,97350.0,2.9998,82.4958,2.75,5.9838
2026-03-21,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Facebook Ads,Demo Requests,150990,4530,12457.5,22649,272,149600.0,3.0002,82.5055,2.75,6.0044
2026-02-22,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Ads,Demo Requests,181252,5438,14954.5,27188,326,179300.0,3.0002,82.5067,2.75,5.9949
2026-01-07,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Awareness Push,25818,775,2131.25,3873,47,25850.0,3.0018,82.549,2.75,6.0645
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Google Analytics,Bing Search,19725,592,1628.0,2959,36,19800.0,3.0013,82.5349,2.75,6.0811
2025-12-15,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Organic Content,212176,6365,17503.75,31826,382,210100.0,2.9999,82.4964,2.75,6.0016
2025-12-27,Dec 2025,2025-12,2025,Q4 2025,Organic,HubSpot,Organic Content,234756,7043,19368.25,35213,423,232650.0,3.0001,82.5037,2.75,6.006
2026-01-13,Jan 2026,2026-01,2026,Q1 2026,Organic,Bing Ads,Facebook Prospecting,240678,7220,19855.0,36102,433,238150.0,2.9999,82.4961,2.75,5.9972
2026-04-19,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Bing Ads,Enterprise ABM,192879,5786,15911.5,28932,347,190850.0,2.9998,82.4947,2.75,5.9972
2026-03-24,Mar 2026,2026-03,2026,Q1 2026,Paid Social,StackAdapt,Bing Search,95066,2852,7843.0,14260,171,94050.0,3.0,82.5006,2.75,5.9958
2025-11-08,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Brand Search,238541,7156,19679.0,35781,429,235950.0,2.9999,82.4973,2.75,5.995
2025-12-01,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,Demo Requests,187281,5618,15449.5,28092,337,185350.0,2.9998,82.4937,2.75,5.9986
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Bing Ads,Awareness Push,135550,4067,11184.25,20333,244,134200.0,3.0004,82.5101,2.75,5.9995
2025-12-18,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Facebook Ads,Bing Search,78125,2344,6446.0,11719,141,77550.0,3.0003,82.5088,2.75,6.0154
2025-11-03,Nov 2025,2025-11,2025,Q4 2025,Paid Social,StackAdapt,Facebook Prospecting,45864,1376,3784.0,6880,83,45650.0,3.0002,82.5048,2.75,6.032
2026-04-04,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Facebook Ads,Awareness Push,47876,1436,3949.0,7181,86,47300.0,2.9994,82.4839,2.75,5.9889
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Facebook Prospecting,78899,2367,6509.25,11835,142,78100.0,3.0,82.501,2.75,5.9992
2025-12-02,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,LinkedIn Lead Gen,44408,1332,3663.0,6661,80,44000.0,2.9995,82.4851,2.75,6.006
2026-01-26,Jan 2026,2026-01,2026,Q1 2026,Paid Social,HubSpot,Google Nonbrand,167159,5015,13791.25,25074,301,165550.0,3.0001,82.5038,2.75,6.002
2025-11-29,Nov 2025,2025-11,2025,Q4 2025,Paid Search,StackAdapt,Brand Search,145368,4361,11992.75,21805,262,144100.0,3.0,82.4992,2.75,6.0078
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Ads,Awareness Push,165915,4977,13686.75,24887,299,164450.0,2.9997,82.4925,2.75,6.0076
2026-02-17,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,Enterprise ABM,6132,184,506.0,920,11,6050.0,3.0007,82.5179,2.75,5.9783
2026-02-10,Feb 2026,2026-02,2026,Q1 2026,Paid Social,LinkedIn Ads,Brand Search,42790,1284,3531.0,6419,77,42350.0,3.0007,82.5193,2.75,5.9969
